striker,NCBPI,n_balls,confidence,CWBPI,CWBPI_normalized
LPC Silva,1.3575790478282497,27,0.0106846062524732,0.96972753078355,0.7986554068001033
J Overton,2.4280908704715283,7,0.002792181890706,0.9696224459880208,0.7985688602832131
Harshit Rana,1.1456754706453405,57,0.0222917481423543,0.9695542971550458,0.7985127337608706
DB Das,1.0067087719249317,267,0.0964943982652692,0.9695114123970454,0.7984774144131579
A Mithun,1.3432123141417596,26,0.0102929532858273,0.9694261109130458,0.7984071611830064
BKG Mendis,1.8401059757021043,11,0.0043807248108323,0.9693699728121828,0.7983609265486804
P Kumar,0.9937200174213874,375,0.1304347826086956,0.9692145539240654,0.7982329255057342
Lalit Yadav,0.9966809315135776,332,0.1172316384180791,0.969189585191093,0.7982123615710657
AU Rashid,1.504931645153809,17,0.0067540723083035,0.9691818331212884,0.7982059770638027
Joginder Sharma,1.1547387127715854,48,0.0188383045525902,0.9691029412133846,0.7981410026799681
PVD Chameera,1.1602110995257793,46,0.0180675569520816,0.9690559884433833,0.7981023329686983
B Akhil,1.08900452338508,73,0.028371550719005,0.9690416502937343,0.7980905242488495
B Lee,1.0324373823039703,137,0.0519529768676526,0.9690143183065272,0.7980680139676947
MJ McClenaghan,1.0839201695063407,75,0.029126213592233,0.968986737363745,0.7980452986498571
A Flintoff,1.0436557982291237,114,0.043611323641928,0.9689455229520996,0.7980113549784094
RV Patel,1.0800068538980996,76,0.0295031055900621,0.9689158994157312,0.7979869574061655
Harpreet Singh,1.0390400853660218,119,0.0454371897670866,0.9688784292314718,0.7979560974333354
J Suchith,1.0766490003945697,77,0.0298797050834303,0.9688586763791424,0.7979398292324111
DH Yagnik,1.0248007102367245,142,0.0537471612414837,0.9687238973702812,0.7978288269346181
CR Woakes,1.0571153324589075,88,0.0340030911901081,0.9686526218141622,0.797770125282391
AB McDonald,1.0408288002320667,107,0.0410433448408131,0.968628890534522,0.7977505804987344
TU Deshpande,1.2905130181685152,24,0.0095087163232963,0.9686288226761935,0.797750524611468
AJ Tye,1.0634528534714651,81,0.0313831848120883,0.9686115912940164,0.7977363330616712
L Wood,3.516574623477002,3,0.0011985617259288,0.9685963083775864,0.7977237462437754
DT Christian,0.9853839873261024,445,0.1511035653650254,0.9685374228722524,0.7976752488816564
SK Rasheed,1.0789797681843931,67,0.0261005064277366,0.9684996028309396,0.7976441007709542
R Vinay Kumar,0.9884268399320564,333,0.1175432403812213,0.968229076489955,0.7974212986764992
RR Raje,1.2139311385790943,27,0.0106846062524732,0.9681927094342316,0.7973913472264673
Gulbadin Naib,1.4092210383037356,15,0.0059642147117296,0.9681849509237472,0.7973849574147415
Yudhvir Singh,1.374023212493091,16,0.0063593004769475,0.9681364099358336,0.7973449796671598
S Rana,1.0443878658926886,82,0.0317583268783888,0.968042850891506,0.7972679256141033
CM Gautam,1.0070127412878531,158,0.0594431903686982,0.9680040816862862,0.7972359957839363
D Salunkhe,1.2231793549140513,24,0.0095087163232963,0.9679885659732984,0.7972232172377214
JH Kallis,0.970082505865588,2729,0.5218971122585581,0.9679101156063984,0.7971586065015082
Arjun Tendulkar,1.6245746190321502,9,0.0035870864886408,0.9679027531167624,0.797152542847576
